DateDay	Financial Crisis_unscaled	Depression_unscaled	Bailout_unscaled	Mortgage Crisis_unscaled	Wall Street_unscaled	Oil_unscaled	Stock Market_unscaled	Subprime_unscaled	loan_unscaled	core inflation_unscaled	debt_unscaled	Brent_unscaled	WTI_unscaled	metals_unscaled	inflation_unscaled	economics_unscaled	stocks_unscaled	gold_unscaled	silver_unscaled	S&P 500_unscaled
2012-08-29	30	84	20	65	85	90	87	67	94	49	89	56	37	50	96	100	88	44	90	41
2012-08-30	100	85	88	33	90	94	80	51	83	50	100	74	0	50	66	97	70	42	75	58
2012-08-31	31	79	100	34	84	91	78	0	78	0	96	51	99	57	85	79	80	45	90	38
2012-09-01	63	69	33	77	43	98	28	32	66	0	39	66	52	33	50	41	39	87	95	19
2012-09-02	26	78	42	0	51	95	37	0	52	0	36	91	53	18	45	55	47	97	97	13
2012-09-03	81	81	33	24	47	89	35	58	58	0	48	51	47	36	56	61	52	94	90	24
2012-09-04	79	81	40	20	63	92	56	62	95	0	89	97	0	67	76	77	67	84	90	45
2012-09-05	79	96	52	0	77	91	84	25	100	0	100	58	20	64	74	100	84	86	88	40
2012-09-06	50	84	67	60	73	94	99	100	95	0	89	67	61	89	65	94	79	85	83	71
2012-09-07	82	81	100	21	50	93	94	65	84	0	81	71	0	76	69	70	85	89	93	62
2012-09-08	48	55	29	25	42	97	37	30	61	0	52	56	49	37	51	67	61	100	91	30
2012-09-09	37	77	15	25	43	94	36	15	50	0	44	51	0	36	67	63	58	88	99	37
2012-09-10	29	98	46	20	70	95	77	12	87	0	63	80	40	76	67	81	86	90	84	60
2012-09-11	39	97	40	40	69	97	77	12	90	0	66	92	100	82	49	81	77	92	83	100
2012-09-12	10	78	36	20	60	98	81	37	89	0	68	68	40	78	56	73	90	85	81	50
2012-09-13	100	100	37	20	70	90	100	0	85	51	66	74	60	94	77	73	97	94	85	50
2012-09-14	51	76	17	0	75	94	88	13	84	0	55	62	21	71	75	71	96	91	87	47
2012-09-15	50	75	23	0	51	100	59	0	61	0	50	56	25	28	54	41	72	97	100	32
2012-09-16	24	73	12	25	56	96	44	31	57	0	44	94	25	38	70	49	61	90	93	18
2012-09-17	49	96	24	20	100	97	93	49	89	100	62	100	0	91	81	78	95	89	87	64
2012-09-18	67	90	27	19	89	98	94	48	86	0	68	83	58	78	71	90	83	89	88	73
2012-09-19	39	94	16	20	81	95	79	37	85	0	80	75	20	83	87	89	84	100	91	60
2012-09-20	40	90	32	60	73	91	71	25	79	51	66	65	41	98	73	90	89	90	87	76
2012-09-21	52	92	23	42	65	93	76	53	88	53	58	60	21	61	60	64	77	96	91	73
2012-09-22	49	68	17	0	50	93	39	46	65	0	49	43	0	46	50	52	74	91	87	37
2012-09-23	48	90	15	25	40	100	36	15	56	0	47	78	0	30	56	56	49	94	86	30
2012-09-24	58	93	32	0	75	100	73	37	91	50	59	60	40	81	81	76	100	86	86	55
2012-09-25	78	95	20	0	72	96	93	49	91	0	61	62	39	100	83	77	79	89	92	64
2012-09-26	59	99	20	100	74	95	73	50	88	0	53	74	60	83	100	79	94	86	87	60
2012-09-27	69	100	22	20	69	97	92	50	85	0	65	55	20	99	71	83	82	93	83	66
2012-09-28	51	81	10	42	65	90	67	52	86	0	44	56	21	70	92	68	84	84	86	42
2012-09-29	25	70	7	25	39	97	43	31	64	0	41	57	0	37	34	47	64	98	92	12
2012-09-30	48	89	5	0	39	91	48	15	57	62	43	68	0	35	57	58	58	88	86	31
2012-10-01	79	87	8	52	64	92	46	34	95	100	67	100	51	80	69	100	89	68	83	41
2012-10-02	60	80	9	0	72	92	63	83	99	97	63	87	98	83	70	95	86	63	82	60
2012-10-03	60	100	6	25	70	96	40	67	96	0	66	88	50	64	72	83	98	65	81	25
2012-10-04	52	83	9	52	76	90	44	34	100	0	100	90	50	65	78	87	84	64	84	51
2012-10-05	72	76	5	27	64	89	49	53	89	0	61	70	0	63	100	69	90	63	84	100
2012-10-06	43	62	5	32	54	95	27	0	75	62	49	77	0	35	37	46	60	68	84	51
2012-10-07	63	65	5	31	43	97	30	62	57	0	47	78	30	33	54	54	42	67	86	12
2012-10-08	52	76	8	0	67	92	69	51	85	0	57	76	100	76	65	70	82	62	83	35
2012-10-09	68	92	8	0	71	94	46	99	89	0	56	69	73	83	74	73	91	66	83	45
2012-10-10	77	82	3	50	58	95	43	100	95	0	65	64	24	88	80	75	83	65	85	59
2012-10-11	35	81	5	0	69	93	39	34	95	97	57	86	49	100	57	76	83	60	87	56
2012-10-12	35	74	9	0	74	93	41	35	84	0	62	79	0	75	64	69	82	61	79	57
2012-10-13	11	60	9	0	63	93	24	21	72	0	40	84	31	26	50	49	61	62	87	31
2012-10-14	62	74	6	31	41	93	15	20	63	0	36	86	0	29	73	70	42	58	86	30
2012-10-15	42	93	7	25	62	92	43	49	92	0	60	74	49	88	66	85	71	60	77	88
2012-10-16	66	78	12	49	70	94	48	48	91	47	72	61	71	93	79	89	88	61	80	49
2012-10-17	34	91	9	100	85	100	58	66	92	0	90	83	73	81	86	93	78	61	82	64
2012-10-18	76	80	14	0	66	92	54	33	95	0	72	74	0	87	69	91	78	59	93	50
2012-10-19	35	70	11	79	57	84	55	52	86	50	56	79	51	76	76	66	90	63	86	73
2012-10-20	54	68	6	0	51	90	27	0	61	0	37	87	0	26	71	53	57	69	95	6
2012-10-21	21	85	7	0	58	95	23	83	56	0	45	64	0	33	67	57	56	69	88	31
2012-10-22	100	89	11	25	70	97	38	98	92	0	67	70	72	93	66	82	76	63	82	29
2012-10-23	74	77	100	24	72	90	62	96	95	0	85	62	23	83	54	85	92	61	92	66
2012-10-24	67	89	15	25	67	94	60	65	93	0	72	75	96	90	75	88	84	62	91	39
2012-10-25	51	99	11	0	55	85	53	33	84	48	73	74	96	73	56	80	99	64	95	74
2012-10-26	44	73	13	26	64	94	38	17	82	0	64	74	25	66	54	70	100	68	100	41
2012-10-27	32	65	8	0	60	96	23	83	67	0	41	69	61	31	41	49	62	100	100	25
2012-10-28	41	60	14	0	41	85	29	0	54	0	36	95	29	42	54	46	43	60	89	18
2012-10-29	33	89	7	24	75	84	100	16	77	0	53	58	24	68	46	68	62	57	91	24
2012-10-30	74	71	10	24	100	86	73	48	83	0	46	54	24	77	51	67	61	59	89	24
2012-10-31	43	79	13	0	75	83	62	0	80	0	58	69	50	78	56	64	75	63	95	61
2012-11-01	38	90	64	27	70	85	15	0	82	100	38	75	0	88	78	88	58	72	59	43
2012-11-02	53	79	45	27	59	89	17	37	82	0	36	67	53	64	62	73	58	77	63	84
2012-11-03	62	63	67	63	43	93	8	43	73	0	25	48	0	43	52	44	49	90	66	20
2012-11-04	61	75	55	31	51	89	10	21	53	0	28	91	21	47	59	39	47	77	66	44
2012-11-05	49	85	73	50	55	93	20	86	92	0	43	69	67	87	77	79	63	74	69	56
2012-11-06	69	83	73	48	71	83	18	34	80	0	59	76	65	68	64	79	58	72	90	43
2012-11-07	47	88	100	47	100	75	100	32	70	0	100	56	77	73	70	72	100	73	100	100
2012-11-08	57	98	31	50	64	85	60	0	100	0	63	93	17	71	91	86	93	77	73	69
2012-11-09	67	82	47	26	61	88	54	18	94	0	50	100	17	82	91	73	92	78	68	42
2012-11-10	27	64	32	32	44	85	20	44	73	0	33	80	0	44	63	43	42	81	57	10
2012-11-11	72	81	21	0	37	86	17	0	65	0	36	91	42	41	67	48	45	90	59	25
2012-11-12	22	91	29	0	56	89	26	53	84	0	40	61	0	82	92	67	55	85	52	37
2012-11-13	71	98	31	25	70	91	21	70	92	0	42	52	33	96	86	81	59	80	51	52
2012-11-14	79	99	26	25	52	88	21	53	99	93	48	61	34	91	78	77	73	81	50	77
2012-11-15	29	100	31	0	54	91	23	71	99	0	43	59	51	80	100	90	79	74	51	68
2012-11-16	30	84	44	53	47	100	28	0	97	0	39	86	0	79	77	57	57	72	49	29
2012-11-17	18	74	31	0	45	99	11	22	65	0	29	63	21	32	49	34	50	91	54	20
2012-11-18	44	93	21	31	34	88	9	64	62	0	24	72	0	42	60	51	45	83	56	29
2012-11-19	100	92	8	50	52	96	23	35	87	0	36	72	0	80	90	77	58	84	48	60
2012-11-20	64	84	6	25	59	93	21	17	95	0	36	66	100	80	79	65	61	77	52	52
2012-11-21	23	79	27	27	53	91	23	38	74	0	30	64	36	58	78	44	62	78	54	26
2012-11-22	0	61	11	0	38	80	9	0	46	0	19	89	21	17	57	35	48	77	53	5
2012-11-23	0	52	24	0	41	77	23	42	56	0	18	71	0	34	57	21	44	86	60	14
2012-11-24	35	74	10	0	43	86	10	21	58	0	19	59	0	34	57	38	45	100	68	44
2012-11-25	43	78	10	90	38	81	7	42	62	0	23	99	20	37	81	46	41	91	63	29
2012-11-26	34	93	27	0	48	86	19	33	92	0	36	72	0	80	81	62	60	87	54	60
2012-11-27	93	99	37	24	51	85	17	82	89	0	37	76	0	91	78	76	71	84	53	60
2012-11-28	61	100	38	72	63	88	19	100	98	0	41	73	32	100	77	100	68	86	52	58
2012-11-29	74	100	19	47	41	80	20	33	88	0	46	74	64	78	82	70	70	87	50	57
2012-11-30	57	92	20	100	45	84	22	69	96	0	36	56	0	87	81	63	68	85	51	56
2012-12-01	28	59	38	30	72	93	18	0	65	0	64	14	70	51	43	53	82	85	91	65
2012-12-02	19	75	69	31	69	99	22	18	59	0	61	14	23	52	89	61	81	82	89	65
2012-12-03	63	93	44	0	85	98	44	100	91	0	81	18	38	78	89	98	82	82	88	65
2012-12-04	54	100	61	24	99	99	51	56	91	0	96	16	94	87	75	90	93	74	85	82
2012-12-05	94	84	100	50	99	93	49	43	100	0	99	14	19	79	91	100	86	79	85	76
2012-12-06	63	79	88	100	98	98	47	100	88	0	100	18	0	100	88	92	93	79	89	83
2012-12-07	49	79	13	78	75	96	45	45	79	0	99	14	40	97	88	87	88	82	90	62
2012-12-08	19	67	69	0	68	91	22	52	73	0	64	85	0	39	65	53	63	100	92	30
2012-12-09	38	59	30	0	58	91	21	34	64	0	50	100	0	46	62	66	68	82	89	22
2012-12-10	100	87	25	74	89	92	39	28	87	98	80	53	56	70	80	86	97	79	84	46
2012-12-11	38	86	55	24	100	96	51	56	98	0	93	36	76	95	91	99	100	79	82	71
2012-12-12	47	81	44	0	85	93	45	0	85	100	93	25	19	90	100	93	98	75	80	60
2012-12-13	63	83	32	25	84	93	41	43	75	0	87	25	58	92	71	93	85	80	83	84
2012-12-14	24	71	32	0	68	92	35	0	83	0	70	18	0	72	82	64	73	69	80	61
2012-12-15	39	54	23	31	70	88	25	18	65	0	44	13	0	54	63	55	60	89	94	22
2012-12-16	39	61	15	31	60	90	20	18	53	0	48	25	24	40	32	59	46	84	86	29
2012-12-17	32	60	25	25	72	90	48	43	86	0	67	31	19	95	50	77	74	79	84	72
2012-12-18	16	75	19	0	90	95	47	14	93	0	75	24	59	81	75	79	95	77	85	73
2012-12-19	41	69	26	0	80	93	35	15	79	0	73	22	100	85	81	73	87	78	82	86
2012-12-20	33	68	53	0	89	86	41	15	80	0	59	19	41	91	49	54	98	78	84	81
2012-12-21	17	60	27	0	91	82	51	16	76	0	41	14	21	81	30	50	85	76	86	92
2012-12-22	31	47	16	33	69	91	28	19	58	0	39	15	25	37	36	38	47	97	93	32
2012-12-23	42	47	25	0	60	91	32	0	45	0	33	13	26	20	25	34	65	84	91	0
2012-12-24	20	51	16	64	79	94	64	18	54	0	33	19	0	29	42	35	62	82	85	62
2012-12-25	23	50	27	0	62	76	24	21	34	0	33	9	29	23	62	30	73	82	98	26
2012-12-26	18	43	22	0	78	94	40	17	76	0	57	17	45	41	56	31	80	85	93	28
2012-12-27	17	50	28	27	56	96	42	16	86	0	73	19	21	52	54	32	90	81	99	66
2012-12-28	17	55	21	0	92	100	59	16	92	0	80	18	65	51	46	36	96	83	100	93
2012-12-29	10	50	8	31	73	98	26	0	70	0	65	16	24	36	53	37	63	91	92	82
2012-12-30	30	60	39	0	72	98	26	18	56	0	58	18	24	21	47	46	64	83	88	37
2012-12-31	17	58	14	0	78	100	100	16	75	0	61	15	43	39	44	44	91	84	88	100
2013-01-01	15	66	65	43	69	73	42	0	61	0	53	24	0	27	60	40	66	78	79	63
2013-01-02	35	71	51	0	100	84	100	61	92	0	99	22	35	58	81	46	89	88	74	100
2013-01-03	58	72	43	34	76	100	75	0	98	0	80	17	34	64	66	55	93	82	69	85
2013-01-04	47	63	37	0	72	96	58	46	98	0	88	15	35	56	72	55	71	77	73	61
2013-01-05	27	61	25	80	77	95	24	18	72	0	49	16	0	53	53	50	64	100	82	38
2013-01-06	82	71	42	40	64	97	23	36	64	0	58	12	0	38	51	49	66	83	75	42
2013-01-07	46	77	50	100	86	86	64	30	98	0	66	14	100	70	72	71	68	82	67	52
2013-01-08	45	75	70	33	68	88	64	15	89	0	77	100	82	92	66	78	79	81	67	72
2013-01-09	45	100	64	66	82	85	64	30	100	0	67	86	17	82	66	80	67	84	67	69
2013-01-10	67	90	70	33	77	84	55	44	89	42	67	46	33	83	80	88	92	86	87	45
2013-01-11	68	70	71	0	82	83	63	89	91	0	70	22	17	75	80	83	97	81	93	56
2013-01-12	0	60	25	0	59	92	30	18	70	0	48	19	0	40	55	49	53	86	93	25
2013-01-13	67	64	100	39	60	90	28	18	59	0	53	24	20	44	52	54	65	84	94	20
2013-01-14	100	83	62	0	87	94	72	44	93	0	83	17	65	94	67	76	77	73	91	50
2013-01-15	44	99	69	32	83	85	57	43	100	0	100	28	16	77	87	91	79	77	81	47
2013-01-16	33	71	48	32	91	84	53	29	100	0	83	21	65	94	84	92	84	75	79	61
2013-01-17	45	72	35	66	84	88	66	59	91	0	74	30	33	90	71	100	86	79	76	79
2013-01-18	93	73	51	0	84	85	68	46	86	0	75	22	0	80	56	70	80	83	82	60
2013-01-19	0	57	34	0	52	88	40	54	72	0	53	17	40	48	55	52	62	90	100	17
2013-01-20	54	55	51	80	82	82	45	53	56	52	53	21	0	29	60	47	59	85	95	29
2013-01-21	58	70	51	0	91	92	97	30	89	0	66	18	34	82	59	64	65	80	93	29
2013-01-22	76	83	34	95	93	88	69	85	93	41	75	17	80	63	95	91	75	74	70	50
2013-01-23	44	80	14	32	96	95	70	87	93	0	75	19	32	96	86	100	85	75	70	37
2013-01-24	22	85	41	0	97	93	66	15	98	0	72	17	65	91	65	100	85	79	70	65
2013-01-25	45	82	49	33	84	87	76	15	89	43	68	20	17	81	63	75	92	82	73	80
2013-01-26	40	65	16	39	65	94	41	35	75	0	46	11	19	43	72	45	67	88	90	61
2013-01-27	66	69	8	39	58	100	20	17	61	100	44	14	19	53	68	51	60	92	96	20
2013-01-28	98	73	41	0	89	86	58	14	99	41	69	14	48	70	79	92	84	80	84	66
2013-01-29	98	85	61	0	88	88	69	28	98	0	71	17	48	73	82	90	89	79	70	63
2013-01-30	54	91	34	95	87	84	71	43	96	0	75	16	0	100	91	87	100	84	70	46
2013-01-31	33	93	7	32	93	86	75	100	98	0	66	20	64	86	100	84	83	81	67	50
2013-02-01	42	77	53	0	75	91	92	20	90	0	71	64	80	73	64	78	90	74	67	81
2013-02-02	39	54	12	0	44	100	56	0	86	0	61	67	0	45	61	50	71	89	75	41
2013-02-03	29	64	74	0	44	93	44	0	66	0	52	63	24	32	39	46	53	79	75	53
2013-02-04	25	78	41	21	75	93	93	79	100	0	65	64	20	73	76	77	79	70	60	55
2013-02-05	8	97	20	20	83	94	94	20	95	0	87	82	39	73	70	72	95	71	65	100
2013-02-06	65	97	72	82	67	89	71	99	96	100	77	71	58	72	89	74	80	73	66	67
2013-02-07	16	93	72	41	81	97	85	0	91	0	74	64	39	71	56	70	82	72	61	34
2013-02-08	33	86	73	0	55	84	95	60	93	0	77	74	60	59	63	72	81	73	62	59
2013-02-09	20	60	87	0	56	93	49	24	70	0	55	51	24	46	39	41	49	82	73	41
2013-02-10	10	72	75	50	51	95	35	48	69	0	50	67	24	49	58	59	59	83	77	21
2013-02-11	40	92	30	0	76	91	83	19	91	0	72	72	57	70	82	73	82	73	66	23
2013-02-12	56	100	50	20	85	87	78	0	91	0	76	79	96	72	74	78	76	72	56	66
2013-02-13	40	92	50	20	75	88	80	0	91	99	100	100	58	71	100	60	89	71	60	67
2013-02-14	34	89	64	0	58	86	98	61	80	0	81	64	80	77	79	71	79	66	60	46
2013-02-15	35	62	65	22	69	88	83	42	84	0	59	82	42	65	89	57	75	73	66	69
2013-02-16	30	59	50	0	54	96	41	24	71	0	54	67	0	30	40	39	54	82	71	25
2013-02-17	10	68	38	0	53	91	54	0	67	0	48	84	24	28	78	41	55	77	76	21
2013-02-18	100	83	42	0	63	96	97	0	87	0	54	91	100	64	80	55	67	80	65	48
2013-02-19	71	92	100	20	73	97	93	58	94	0	76	63	0	76	81	100	71	75	65	83
2013-02-20	24	93	40	100	75	92	85	38	90	99	82	78	58	80	77	80	100	73	61	23
2013-02-21	48	82	61	41	70	98	88	78	96	0	77	75	58	100	95	77	87	78	68	77
2013-02-22	25	81	52	0	75	90	82	100	81	0	60	72	40	73	69	60	81	76	66	34
2013-02-23	29	62	62	0	63	97	30	0	72	0	49	83	0	47	70	36	67	100	82	24
2013-02-24	49	82	37	25	40	95	31	24	69	0	63	54	0	31	78	46	55	77	88	12
2013-02-25	39	94	89	20	66	93	84	95	89	98	68	61	0	89	83	66	85	75	100	49
2013-02-26	87	97	80	20	85	95	98	38	91	0	87	45	94	84	76	75	70	71	79	82
2013-02-27	40	93	71	0	75	96	100	20	93	0	73	76	58	75	89	82	80	69	68	43
2013-02-28	32	97	20	0	100	91	97	59	93	0	87	79	58	82	86	83	89	72	65	47
2013-03-01	63	71	14	27	100	87	57	53	90	0	74	82	0	81	50	76	83	87	88	68
2013-03-02	46	67	13	0	70	93	31	0	74	0	57	68	20	37	42	41	60	90	100	44
2013-03-03	37	70	16	0	54	89	33	0	72	0	56	75	40	56	76	48	66	88	99	40
2013-03-04	30	91	11	26	77	93	62	26	86	0	96	93	51	84	85	82	77	90	86	45
2013-03-05	45	96	11	77	89	92	76	38	92	81	88	77	84	93	92	85	100	87	82	84
2013-03-06	29	100	6	100	67	81	82	100	83	0	81	91	49	85	92	72	81	81	80	86
2013-03-07	53	95	13	0	88	91	82	39	88	82	86	85	17	100	94	100	99	82	85	62
2013-03-08	46	79	13	53	64	85	75	39	80	0	71	69	34	67	79	68	93	89	77	83
2013-03-09	65	78	16	32	68	97	40	0	74	0	52	59	20	44	62	43	54	86	95	40
2013-03-10	19	69	5	63	85	93	28	47	64	100	56	51	41	36	56	37	64	90	90	18
2013-03-11	38	93	7	52	91	92	71	26	90	0	85	68	50	75	82	83	79	82	79	87
2013-03-12	67	87	11	26	73	86	62	51	98	0	92	71	65	87	88	68	84	84	79	79
2013-03-13	23	85	35	26	83	85	61	26	87	0	86	100	100	93	84	82	84	81	76	76
2013-03-14	100	95	24	0	87	84	64	26	92	0	85	90	69	92	80	71	89	85	71	86
2013-03-15	56	74	23	82	75	87	64	68	82	86	74	99	71	85	74	55	89	83	81	66
2013-03-16	28	61	21	0	61	91	33	0	64	0	54	84	41	60	45	32	52	100	90	40
2013-03-17	65	77	48	96	59	91	24	16	62	0	67	79	0	27	55	36	46	93	85	27
2013-03-18	83	88	100	0	89	90	70	38	92	81	82	77	33	63	70	69	91	85	87	57
2013-03-19	74	88	82	0	87	86	58	13	97	0	93	70	66	80	81	73	87	86	79	58
2013-03-20	37	84	34	26	91	86	57	38	89	0	100	90	50	81	52	77	80	79	82	69
2013-03-21	31	92	33	0	73	86	67	13	92	0	76	69	0	93	64	56	77	81	81	59
2013-03-22	39	75	32	0	70	84	69	13	77	0	71	94	53	65	68	78	78	82	83	70
2013-03-23	9	58	35	32	73	98	23	16	73	0	49	62	20	41	43	35	65	90	89	31
2013-03-24	19	67	27	32	68	92	30	16	65	0	53	65	0	40	68	39	38	86	88	36
2013-03-25	37	73	54	51	87	88	61	25	90	0	81	72	33	68	100	58	75	79	82	68
2013-03-26	46	86	40	0	77	89	67	0	100	0	82	79	17	88	76	75	79	81	74	70
2013-03-27	31	89	34	79	89	86	66	53	92	0	82	73	69	93	92	78	82	79	79	60
2013-03-28	48	80	30	0	76	87	88	14	94	86	67	87	89	79	67	67	86	84	85	100
2013-03-29	25	63	12	0	83	93	100	58	80	0	65	85	19	66	57	43	65	85	81	61
2013-03-30	19	56	20	33	55	100	25	33	73	0	53	91	0	35	45	33	56	85	82	43
2013-03-31	20	66	6	0	54	96	20	34	58	0	51	82	22	42	75	59	51	87	92	14
2013-04-01	51	83	49	33	70	95	82	30	88	0	78	48	68	75	73	71	72	58	77	72
2013-04-02	80	83	73	0	79	94	69	78	94	0	92	54	0	69	66	82	77	59	77	100
2013-04-03	51	90	82	66	80	92	67	50	87	0	100	52	0	79	70	90	70	57	82	45
2013-04-04	61	82	66	0	87	87	71	89	88	0	99	51	50	82	63	92	74	57	81	76
2013-04-05	32	73	51	0	100	94	69	51	83	83	69	46	35	56	76	67	77	59	85	62
2013-04-06	38	61	31	0	52	99	27	12	75	0	56	49	22	47	49	40	55	60	89	28
2013-04-07	63	89	30	0	48	100	34	12	69	0	64	37	21	44	62	66	60	63	89	23
2013-04-08	60	94	49	0	81	96	76	29	100	0	79	50	33	78	75	86	71	57	81	63
2013-04-09	20	100	64	32	75	93	71	68	94	0	89	55	83	90	80	100	78	55	77	48
2013-04-10	50	98	81	32	65	94	95	39	92	0	98	100	33	67	81	76	86	63	76	81
2013-04-11	60	96	89	97	84	91	77	69	84	0	95	78	34	68	84	93	100	57	75	68
2013-04-12	72	84	100	100	84	87	85	70	89	0	74	69	0	71	40	69	80	65	85	81
2013-04-13	12	70	30	40	51	98	35	24	68	0	66	40	0	41	55	38	52	67	94	38
2013-04-14	100	73	20	40	54	93	31	0	70	0	57	51	21	37	52	47	47	70	88	23
2013-04-15	49	86	39	31	73	88	96	57	94	0	77	50	48	89	80	87	82	100	100	76
2013-04-16	88	89	55	32	93	90	100	48	91	0	81	55	81	100	94	67	79	87	92	81
2013-04-17	100	92	48	32	77	95	73	49	83	0	78	48	100	91	62	85	90	76	84	71
2013-04-18	90	93	32	32	73	95	78	19	80	79	76	51	33	82	86	84	82	69	86	63
2013-04-19	31	82	49	0	71	80	65	30	82	81	62	58	17	68	71	71	66	62	83	53
2013-04-20	25	61	41	0	52	94	40	37	57	100	37	39	0	34	38	45	53	62	97	47
2013-04-21	64	71	20	41	54	97	25	25	54	0	53	49	21	43	66	43	46	65	82	43
2013-04-22	60	97	16	97	84	97	66	29	85	0	91	53	51	82	71	83	85	68	79	79
2013-04-23	99	86	56	96	92	90	86	97	90	0	79	50	17	74	72	74	79	66	80	78
2013-04-24	81	93	24	65	85	96	80	49	86	0	85	48	84	91	91	91	92	64	81	89
2013-04-25	61	94	66	66	89	92	71	100	92	0	85	57	68	79	100	88	85	62	85	68
2013-04-26	54	78	52	35	70	91	57	31	85	0	77	51	0	83	65	73	91	63	84	56
2013-04-27	90	53	31	0	57	95	27	13	64	0	51	36	21	43	48	47	60	58	89	29
2013-04-28	51	78	41	41	45	92	38	62	59	0	57	43	42	55	71	54	55	60	82	33
2013-04-29	40	88	88	32	74	88	76	10	88	0	88	51	33	72	71	88	91	60	87	52
2013-04-30	70	96	65	32	87	93	66	39	98	0	93	55	17	77	84	89	92	60	85	78
2013-05-01	25	99	29	25	76	89	68	51	86	98	91	72	100	92	97	98	85	93	85	88
2013-05-02	75	100	49	100	79	85	70	25	88	0	89	71	66	100	99	94	79	90	83	59
2013-05-03	44	83	31	0	73	85	100	40	88	0	80	49	17	83	85	67	100	91	91	97
2013-05-04	95	56	49	0	60	92	32	0	74	0	69	73	21	37	67	55	56	98	97	95
2013-05-05	42	79	86	0	56	88	30	63	57	0	61	54	42	38	67	48	59	99	100	21
2013-05-06	50	91	49	50	76	86	91	25	90	0	88	63	50	72	91	78	88	92	84	80
2013-05-07	33	92	77	0	64	87	79	100	87	0	86	54	16	93	85	91	71	96	77	100
2013-05-08	65	84	29	0	66	79	78	49	73	0	98	62	16	85	100	87	86	94	75	90
2013-05-09	100	85	98	0	81	86	77	25	93	0	83	66	34	78	82	88	74	91	76	80
2013-05-10	43	80	72	0	72	79	71	27	84	0	87	64	52	76	70	69	67	94	81	66
2013-05-11	32	63	37	0	72	95	40	16	68	0	43	57	0	50	49	40	54	91	97	37
2013-05-12	44	69	51	0	70	89	45	33	53	0	55	44	22	33	63	62	49	100	97	44
2013-05-13	59	76	30	0	100	94	82	39	93	0	89	89	51	83	64	100	83	94	81	86
2013-05-14	50	91	78	25	71	91	79	51	97	0	100	71	34	73	85	79	89	85	73	72
2013-05-15	34	89	89	0	72	88	89	51	95	100	82	68	51	73	84	80	100	96	74	73
2013-05-16	34	75	100	26	65	94	76	26	94	0	79	65	34	85	83	96	85	98	78	64
2013-05-17	53	73	21	27	65	87	69	40	83	0	80	72	18	70	79	79	83	91	80	80
2013-05-18	22	71	38	0	60	91	45	0	64	0	61	54	22	38	75	42	67	94	90	49
2013-05-19	10	71	12	0	55	89	46	31	55	0	59	80	0	39	69	39	53	94	84	36
2013-05-20	59	85	59	0	63	90	66	13	90	0	75	77	67	72	74	81	88	92	81	93
2013-05-21	49	76	48	49	67	83	86	25	93	0	74	71	97	80	62	79	80	87	76	70
2013-05-22	99	67	19	0	73	87	97	25	93	0	92	73	33	90	76	77	85	90	78	96
2013-05-23	34	85	30	0	75	85	95	39	96	0	68	53	67	69	87	49	83	89	73	80
2013-05-24	71	63	83	27	77	81	68	0	86	0	79	81	54	56	72	50	81	88	81	54
2013-05-25	11	55	25	0	52	100	41	16	61	0	46	41	0	36	43	40	44	94	79	39
2013-05-26	0	68	13	0	55	92	32	17	54	0	52	47	0	32	56	26	49	92	91	35
2013-05-27	10	75	37	0	51	93	50	64	67	0	55	56	0	37	72	49	52	96	87	11
2013-05-28	8	87	39	0	79	87	82	25	97	0	85	86	34	85	79	62	99	95	80	89
2013-05-29	33	82	59	25	80	94	64	13	100	0	90	75	17	73	74	59	89	90	79	59
2013-05-30	59	78	30	26	74	87	71	26	92	0	79	100	34	79	67	61	75	90	72	43
2013-05-31	54	63	31	27	75	89	70	27	91	0	65	57	0	60	61	64	77	87	77	58
2013-06-01	100	71	14	0	31	92	34	20	70	0	58	76	0	47	87	78	66	84	88	38
2013-06-02	37	79	41	61	31	91	36	20	58	0	76	59	0	54	69	81	78	79	96	15
2013-06-03	29	80	54	0	35	82	58	32	95	0	96	54	41	100	93	100	99	83	86	27
2013-06-04	29	79	33	0	39	89	57	47	94	97	99	70	61	85	80	92	85	80	83	100
2013-06-05	50	100	100	50	29	85	58	48	97	0	93	89	62	89	100	85	70	81	84	66
2013-06-06	39	84	55	0	39	84	67	48	88	0	98	100	41	75	85	77	85	77	87	64
2013-06-07	30	70	34	51	36	87	66	66	84	0	94	72	42	79	59	88	80	84	93	47
2013-06-08	25	71	41	0	27	90	32	100	66	0	57	50	26	35	84	65	58	86	91	4
2013-06-09	13	89	42	0	25	88	24	61	58	0	59	55	0	43	49	56	57	84	100	19
2013-06-10	39	78	54	0	31	85	55	63	90	0	94	87	100	88	86	88	96	82	90	53
2013-06-11	38	76	21	48	39	83	55	31	84	0	98	69	40	82	85	88	95	85	90	32
2013-06-12	49	62	33	0	42	91	49	64	92	0	85	81	41	79	75	99	92	90	86	83
2013-06-13	20	70	22	50	39	86	59	81	83	0	82	75	41	86	76	88	69	87	85	66
2013-06-14	41	69	81	0	33	80	52	0	82	52	88	83	65	57	69	66	78	84	86	41
2013-06-15	25	67	43	0	29	95	32	21	66	0	58	43	0	43	98	43	61	84	91	4
2013-06-16	51	75	43	0	25	88	25	21	54	0	58	59	0	35	66	68	53	83	88	35
2013-06-17	40	80	33	99	100	85	52	16	92	0	92	86	41	73	65	92	85	81	83	45
