DateDay	Financial Crisis_unscaled	Depression_unscaled	Bailout_unscaled	Mortgage Crisis_unscaled	Wall Street_unscaled	Oil_unscaled	Stock Market_unscaled	Subprime_unscaled	loan_unscaled	core inflation_unscaled	debt_unscaled	Brent_unscaled	WTI_unscaled	metals_unscaled	inflation_unscaled	economics_unscaled	stocks_unscaled	gold_unscaled	silver_unscaled	S&P 500_unscaled
2009-09-16	66	100	70	16	77	83	61	75	93	0	88	61	24	80	88	76	95	86	81	41
2009-09-17	33	84	71	17	54	79	99	51	91	0	94	81	25	91	99	73	90	84	76	83
2009-09-18	53	77	33	35	59	81	97	0	90	0	64	63	53	72	72	53	84	82	73	100
2009-09-19	25	71	36	100	39	83	38	38	67	0	58	59	0	48	46	51	72	87	82	32
2009-09-20	100	88	35	50	37	80	32	38	55	0	42	49	0	30	51	54	52	79	78	31
2009-09-21	49	92	23	33	76	90	65	100	90	50	87	70	49	47	52	65	86	80	84	41
2009-09-22	65	92	61	32	72	93	83	74	79	0	93	58	24	64	77	81	100	82	82	71
2009-09-23	66	94	39	0	100	86	79	50	92	0	84	87	25	100	81	61	89	80	70	62
2009-09-24	17	95	62	0	88	86	61	75	81	0	100	63	0	55	95	66	79	97	80	62
2009-09-25	54	85	50	18	63	81	79	54	92	0	72	79	0	53	72	83	65	88	85	77
2009-09-26	25	57	36	0	41	82	26	0	56	0	70	67	0	34	45	44	83	89	74	16
2009-09-27	25	82	58	25	57	73	57	38	62	0	53	39	37	27	55	56	57	83	95	31
2009-09-28	0	91	8	0	63	93	78	50	78	0	88	83	25	54	75	66	86	89	75	61
2009-09-29	81	96	84	16	76	86	83	74	93	100	91	55	73	86	55	75	89	79	79	52
2009-09-30	33	96	61	32	81	82	91	25	88	0	92	99	0	75	66	100	89	81	77	41
2009-11-01	19	69	12	0	68	85	41	100	55	0	35	83	0	38	51	44	33	81	69	25
2009-11-02	12	87	29	32	78	91	66	62	86	0	71	77	48	90	57	64	56	79	82	64
2009-11-03	8	92	71	31	68	90	71	40	91	0	89	86	46	76	58	76	62	86	73	39
2009-11-04	8	72	50	0	100	82	65	40	79	0	85	84	47	83	90	49	64	83	82	61
2009-11-05	4	61	51	32	93	90	50	41	88	0	67	66	0	92	78	100	77	86	76	47
2009-11-06	21	73	46	100	88	79	74	43	87	0	68	97	100	57	46	55	66	80	76	17
2009-11-07	24	75	44	0	65	81	29	62	63	0	51	42	0	52	43	50	43	83	73	47
2009-11-08	0	82	43	95	67	79	20	0	59	0	65	64	0	29	47	48	56	89	71	23
2009-11-09	15	86	65	63	93	86	84	20	88	0	79	63	46	59	93	79	60	96	93	84
2009-11-10	30	85	49	0	75	89	72	39	93	0	78	88	46	67	67	71	91	94	78	61
2009-11-11	16	83	73	64	80	84	78	62	89	0	89	86	0	100	60	67	87	98	77	72
2009-11-12	16	86	58	32	64	83	60	20	80	0	86	100	0	78	100	72	72	90	84	23
2009-11-13	8	79	38	33	91	82	89	21	88	0	70	73	49	54	75	67	79	90	75	24
2009-11-14	11	65	11	0	55	76	17	0	73	0	53	71	0	25	32	40	56	89	83	58
2009-11-15	23	77	32	47	62	82	19	30	45	0	51	67	0	38	50	64	32	87	84	35
2009-11-16	19	100	100	94	94	100	100	80	81	68	82	69	46	74	71	77	78	96	82	38
2009-11-17	4	96	84	31	78	87	77	79	100	0	96	76	91	83	69	90	71	90	81	61
2009-11-18	11	96	57	0	89	91	79	40	86	0	100	77	0	64	58	87	85	87	72	100
2009-11-19	23	84	71	31	84	76	82	20	87	0	94	75	0	71	87	69	73	90	78	46
2009-11-20	24	87	45	33	85	75	67	42	81	0	73	60	0	84	85	79	87	85	93	66
2009-11-21	6	77	31	92	45	78	34	0	62	0	66	62	0	25	46	53	45	93	81	23
2009-11-22	23	78	11	0	64	79	32	30	51	0	55	31	0	44	78	56	43	84	84	35
2009-11-23	8	80	57	0	86	92	70	81	88	0	89	87	0	51	46	64	100	87	85	54
2009-11-24	16	77	29	0	70	89	58	61	84	0	75	45	47	75	71	83	78	90	77	31
2009-11-25	9	60	48	0	79	76	64	45	72	0	57	70	0	52	55	50	65	87	83	17
2009-11-26	18	51	11	0	42	68	55	64	38	0	45	66	0	17	39	31	66	91	87	97
2009-11-27	17	61	0	0	63	65	66	0	56	0	71	47	67	24	40	30	58	100	88	33
2009-11-28	41	61	22	0	54	83	42	0	57	0	63	46	0	29	61	53	53	92	96	12
2009-11-29	86	70	96	0	66	74	30	30	51	100	56	75	0	44	32	56	44	85	100	23
2009-11-30	100	91	55	0	72	78	68	19	82	0	87	75	0	74	65	63	64	91	90	67
2009-12-01	49	100	39	0	84	86	53	27	83	0	93	63	0	77	97	78	79	100	84	57
2009-12-02	69	86	46	29	77	90	47	54	70	0	100	69	56	88	89	79	84	99	83	73
2009-12-03	60	84	47	88	71	87	63	55	81	0	85	77	29	100	81	67	78	99	88	83
2009-12-04	32	81	64	31	69	93	56	87	75	0	67	60	0	77	65	63	68	99	84	53
2009-12-05	29	65	49	0	32	86	25	100	61	0	40	56	0	38	36	47	59	87	93	24
2009-12-06	59	79	40	87	34	84	30	20	48	0	59	77	0	54	72	55	59	94	88	49
2009-12-07	40	84	60	29	79	96	43	14	74	0	75	47	57	59	82	80	62	98	88	100
2009-12-08	20	100	46	0	90	83	61	40	83	0	88	46	0	71	56	84	76	97	86	65
2009-12-09	59	75	86	29	67	84	47	54	79	0	91	54	57	82	100	88	75	98	82	33
2009-12-10	82	75	55	0	67	87	48	56	75	0	75	63	30	96	60	80	70	92	83	42
2009-12-11	32	73	100	0	60	92	49	44	67	0	75	43	31	100	49	67	78	97	84	54
2009-12-12	58	65	10	0	57	81	30	0	56	0	54	84	0	34	81	60	64	92	88	24
2009-12-13	45	75	20	0	43	75	21	0	56	0	49	42	43	27	55	57	58	92	100	75
2009-12-14	41	90	68	30	85	86	44	56	77	0	77	77	0	66	99	88	70	86	84	76
2009-12-15	100	86	60	0	69	91	48	41	84	0	87	73	0	80	70	85	84	93	81	58
2009-12-16	21	75	48	0	78	91	48	14	88	0	94	52	30	81	95	100	82	93	96	60
2009-12-17	32	80	21	31	70	89	51	15	60	100	82	73	0	75	58	87	99	84	89	63
2009-12-18	45	70	68	100	75	85	49	31	61	0	55	73	66	54	52	49	53	94	83	38
2009-12-19	16	39	21	0	56	85	28	0	43	0	48	51	0	28	43	49	49	92	86	26
2009-12-20	16	70	21	0	67	74	31	22	46	0	37	41	0	37	34	36	49	86	87	26
2009-12-21	11	59	30	0	85	93	48	15	63	0	60	60	33	63	32	35	64	97	90	38
2009-12-22	46	63	46	0	58	89	49	16	75	0	78	94	0	73	61	50	77	93	81	58
2009-12-23	12	54	58	0	66	88	70	34	66	0	70	100	0	23	42	35	75	82	82	94
2009-12-24	31	44	31	0	61	67	71	0	41	0	55	62	0	36	76	35	69	84	94	65
2009-12-25	0	36	14	0	63	64	10	0	33	0	34	44	0	22	19	25	69	97	97	17
2009-12-26	0	57	12	0	23	71	23	0	47	0	42	55	0	14	22	24	56	90	95	0
2009-12-27	0	54	35	0	60	82	29	0	42	0	50	62	100	54	64	35	57	93	89	14
2009-12-28	12	50	33	36	59	92	59	17	86	0	64	67	0	44	37	28	76	87	81	72
2009-12-29	23	48	24	0	100	99	51	0	100	0	67	59	34	58	36	39	91	93	89	49
2009-12-30	24	55	72	35	80	99	59	66	85	0	61	60	35	66	40	40	72	93	94	30
2009-12-31	13	53	54	0	68	100	100	37	67	0	55	79	77	52	33	27	100	91	73	67
2010-01-01	0	51	9	0	44	79	46	0	48	0	44	100	0	33	40	24	43	100	91	14
2010-01-02	16	60	22	0	44	88	41	97	54	0	36	40	0	31	43	39	50	91	90	23
2010-01-03	15	67	14	0	36	82	29	0	56	0	41	97	0	37	47	56	51	90	86	34
2010-01-04	21	85	35	0	64	100	64	66	85	0	64	85	70	70	78	56	76	96	87	63
2010-01-05	41	91	33	35	70	95	72	0	90	0	93	69	34	66	66	60	84	76	83	31
2010-01-06	42	82	24	0	72	86	58	21	85	0	69	72	0	86	89	57	80	84	79	70
2010-01-07	10	80	14	35	60	89	74	42	82	0	62	71	34	97	60	61	81	84	77	100
2010-01-08	21	83	25	0	66	87	54	22	67	0	64	86	0	60	48	61	100	83	79	40
2010-01-09	0	62	27	0	39	89	32	0	52	0	64	38	0	45	27	39	75	86	90	11
2010-01-10	45	97	7	51	40	86	44	31	56	0	50	62	0	59	55	47	58	88	93	56
2010-01-11	31	98	10	0	70	100	81	0	84	0	55	51	0	68	53	77	76	90	87	92
2010-01-12	50	98	23	34	67	93	63	61	92	0	77	58	33	95	67	74	71	81	88	37
2010-01-13	100	100	28	34	46	90	85	0	88	100	75	52	0	73	77	64	76	85	80	89
2010-01-14	71	90	33	0	54	89	65	0	76	0	84	46	100	76	77	83	64	81	83	45
2010-01-15	42	79	49	0	56	84	54	0	88	0	67	45	0	72	71	64	48	84	75	63
2010-01-16	74	54	28	0	33	90	26	0	61	0	51	60	0	32	45	56	49	84	94	11
2010-01-17	29	76	21	0	38	78	34	0	56	0	33	48	0	32	49	51	46	92	99	22
2010-01-18	11	74	41	0	60	93	100	45	58	0	48	50	72	58	64	63	65	88	93	41
2010-01-19	40	86	9	0	66	83	71	41	83	0	74	52	33	57	73	65	79	82	93	74
2010-01-20	78	95	32	34	70	89	73	40	86	0	70	72	0	91	69	69	64	81	84	81
2010-01-21	60	72	37	0	88	81	67	20	90	0	83	47	33	70	79	84	80	85	79	89
2010-01-22	31	89	14	35	72	85	79	0	81	0	70	62	34	66	60	66	63	84	85	31
2010-01-23	28	58	20	49	48	86	37	29	64	0	57	80	0	25	30	49	54	90	100	43
2010-01-24	72	92	13	0	40	88	38	0	61	0	34	53	0	35	53	60	43	92	95	43
2010-01-25	10	91	41	67	74	90	72	20	96	0	68	65	32	56	57	84	74	85	89	81
2010-01-26	39	88	41	0	73	93	49	59	86	0	100	50	63	100	71	84	42	85	76	64
2010-01-27	29	98	23	33	60	79	60	60	81	0	86	69	0	66	89	100	66	82	82	87
2010-01-28	29	71	100	100	100	85	79	100	100	97	85	80	64	77	83	71	75	84	81	7
2010-01-29	31	71	62	35	80	81	77	21	77	0	83	57	0	54	100	73	82	94	85	54
2010-01-30	0	66	19	0	59	80	44	0	65	0	64	42	0	21	38	64	50	100	87	10
2010-01-31	28	74	20	0	40	86	33	0	57	0	54	43	0	31	43	46	49	90	94	63
2010-02-01	80	87	32	0	100	95	71	50	96	0	77	74	50	84	85	91	75	34	77	38
2010-02-02	33	96	62	32	86	96	53	0	93	0	96	96	96	62	82	100	97	34	79	59
2010-02-03	56	90	47	0	98	96	60	97	91	0	100	65	48	66	53	99	87	33	75	51
2010-02-04	45	99	95	0	95	90	66	25	90	51	96	75	97	69	60	93	100	38	79	60
2010-02-05	12	78	59	0	70	93	87	52	85	0	99	76	51	58	94	94	77	39	72	95
2010-02-06	0	63	56	0	40	90	33	35	67	73	51	71	0	45	45	49	56	36	91	11
2010-02-07	67	75	58	97	56	94	38	0	66	0	57	85	0	32	38	68	54	37	90	33
2010-02-08	47	78	66	34	76	99	78	0	85	53	85	92	0	43	66	74	86	39	79	100
2010-02-09	44	69	69	32	74	89	83	0	91	0	81	78	47	67	53	69	67	36	76	74
2010-02-10	11	83	94	0	64	92	64	0	79	0	81	69	0	64	45	90	65	33	74	37
2010-02-11	69	100	88	0	77	93	62	74	75	0	83	100	100	55	77	80	63	34	82	46
2010-02-12	62	76	34	0	66	89	47	0	88	0	75	63	0	67	62	57	69	38	79	65
2010-02-13	67	48	35	49	50	87	38	0	65	0	49	75	73	47	39	38	65	41	89	11
2010-02-14	18	79	61	51	47	88	50	0	58	0	51	51	0	43	27	38	49	41	100	12
2010-02-15	13	85	55	0	75	100	100	29	80	0	80	64	0	82	56	82	68	40	76	43
2010-02-16	23	87	64	33	62	100	61	50	91	0	76	90	49	68	58	69	86	44	74	83
2010-02-17	46	95	72	100	81	100	72	0	100	52	96	82	50	97	85	92	80	41	80	46
2010-02-18	35	90	40	33	94	92	50	100	86	0	97	71	0	77	100	98	87	58	82	30
2010-02-19	48	83	67	0	89	91	69	26	92	0	68	66	0	72	59	84	78	59	80	24
2010-02-20	66	78	34	0	51	84	19	72	77	0	54	57	0	44	51	53	69	54	93	33
2010-02-21	34	87	47	49	53	91	32	0	63	0	49	65	0	49	42	54	60	50	82	22
2010-02-22	79	98	55	0	88	99	60	49	88	0	86	70	0	57	66	81	74	43	83	60
2010-02-23	44	94	100	64	75	92	76	24	89	100	96	59	47	100	95	82	79	42	82	51
2010-02-24	33	97	62	32	81	95	81	49	89	0	89	71	48	62	79	96	72	43	85	66
2010-02-25	45	85	23	0	68	88	59	49	94	0	91	66	0	74	80	79	58	38	76	22
2010-02-26	60	96	0	35	81	94	62	0	83	0	70	85	0	71	70	75	78	47	77	64
2010-02-27	32	68	45	47	52	84	40	0	74	0	51	55	69	42	53	37	49	52	97	54
2010-02-28	100	89	58	0	48	89	26	72	57	0	60	70	0	61	64	53	60	100	96	22
2010-04-01	41	83	40	0	51	40	67	0	84	0	81	58	0	84	68	78	91	90	68	21
2010-04-02	48	56	20	42	61	40	100	17	75	0	59	60	0	42	52	71	65	97	95	48
2010-04-03	31	44	34	54	46	38	43	22	53	100	56	41	0	17	56	64	48	87	97	31
2010-04-04	50	55	28	58	57	36	17	23	51	0	60	26	0	18	40	28	60	99	94	43
2010-04-05	40	71	39	35	69	41	64	28	100	0	84	77	99	92	46	70	67	85	85	66
2010-04-06	39	85	27	0	67	40	62	41	93	0	97	71	47	96	49	71	70	89	85	32
2010-04-07	78	68	43	34	65	40	60	55	80	0	84	67	0	97	43	76	65	85	85	26
2010-04-08	69	69	38	34	61	37	54	41	78	0	85	91	0	100	66	60	76	90	74	26
2010-04-09	41	75	46	36	64	40	37	44	83	0	64	50	51	70	58	78	79	91	80	21
2010-04-10	15	53	16	52	53	39	34	21	81	0	66	39	0	48	29	43	50	97	100	58
2010-04-11	58	71	16	0	70	32	41	0	61	0	60	69	0	39	42	54	64	95	86	29
2010-04-12	47	79	21	33	57	33	61	26	85	0	74	98	0	79	53	64	86	81	73	25
2010-04-13	65	100	36	33	66	35	53	39	86	0	85	72	46	96	52	83	83	84	72	56
2010-04-14	19	75	42	99	71	36	59	13	89	0	91	74	0	75	46	94	85	78	71	56
2010-04-15	38	64	42	100	63	36	56	27	88	0	83	51	48	91	58	71	100	83	71	51
2010-04-16	10	77	23	36	69	34	55	100	84	0	84	78	100	76	59	74	100	82	77	47
2010-04-17	14	58	39	0	44	36	41	40	54	0	81	57	0	31	31	56	49	100	84	47
2010-04-18	58	63	16	51	57	39	33	20	56	0	52	50	71	27	59	49	50	90	90	38
2010-04-19	48	68	37	33	78	38	60	94	78	0	89	61	0	100	64	72	67	80	69	63
2010-04-20	47	83	42	33	79	34	59	39	89	0	97	80	46	81	100	76	81	84	73	44
2010-04-21	38	99	100	33	81	44	53	26	82	0	94	100	46	84	66	65	77	82	70	100
2010-04-22	48	86	75	34	100	44	48	13	94	62	85	45	0	56	51	57	89	87	71	57
2010-04-23	61	70	74	0	87	44	52	29	77	0	62	59	50	76	52	71	93	74	74	54
2010-04-24	100	52	24	50	49	37	40	40	66	0	49	83	70	46	51	45	60	95	81	28
2010-04-25	14	79	55	0	38	36	27	20	62	0	77	56	69	45	37	55	64	100	82	28
2010-04-26	37	92	46	32	78	40	58	26	81	0	73	63	45	82	53	75	85	87	74	49
2010-04-27	46	91	82	97	92	48	71	52	87	0	86	78	45	94	73	100	81	85	65	73
2010-04-28	77	86	91	34	94	49	69	67	91	0	100	81	47	82	63	67	83	88	66	63
2010-04-29	79	78	38	34	68	67	48	14	80	0	89	63	0	83	60	74	93	85	70	59
2010-04-30	63	77	47	0	81	100	61	15	78	0	71	39	0	62	76	67	92	78	73	35
2010-05-01	22	54	24	100	54	66	12	29	67	0	49	41	0	33	56	39	33	89	93	16
2010-05-02	11	59	47	0	66	68	10	56	60	0	43	40	0	49	69	38	41	91	84	15
2010-05-03	35	85	77	32	71	79	25	55	99	0	76	55	22	92	91	88	55	81	85	20
2010-05-04	42	81	51	32	72	63	27	36	85	0	82	71	65	93	74	95	52	72	72	45
2010-05-05	100	100	68	98	64	60	28	37	84	0	91	47	44	83	84	100	64	76	70	50
2010-05-06	44	90	86	33	78	55	84	77	79	0	100	59	68	100	70	83	77	87	79	67
2010-05-07	55	79	57	0	100	54	100	41	88	0	87	66	0	56	82	93	100	84	77	100
2010-05-08	33	69	41	50	47	51	29	58	63	0	58	83	0	34	51	39	49	88	81	47
2010-05-09	46	75	50	52	38	44	22	60	59	0	58	61	0	30	78	55	27	90	82	16
2010-05-10	29	87	100	0	64	57	54	56	98	96	86	65	89	89	62	83	55	82	84	67
2010-05-11	21	74	62	0	71	50	32	18	92	0	94	74	22	77	100	94	64	83	71	15
2010-05-12	36	82	68	65	93	48	33	37	86	0	87	81	44	46	75	85	56	97	82	30
2010-05-13	29	71	69	0	68	52	32	19	87	0	95	81	0	75	87	69	47	93	75	10
2010-05-14	31	73	46	35	79	49	35	41	94	0	88	58	24	48	72	53	58	92	74	44
2010-05-15	45	68	50	0	72	42	11	59	65	0	37	54	0	35	52	47	25	81	87	16
2010-05-16	35	65	34	0	51	45	16	30	60	0	50	70	0	61	68	45	41	100	82	8
2010-05-17	14	72	42	0	77	49	29	57	98	0	74	100	0	82	60	68	57	90	85	45
2010-05-18	28	78	52	0	75	53	27	19	90	0	72	91	22	81	91	55	55	92	80	50
2010-05-19	36	77	42	33	73	49	26	75	84	0	73	71	0	82	79	65	48	92	72	15
2010-05-20	22	71	76	34	74	54	27	0	89	0	74	65	0	88	72	81	44	85	80	63
2010-05-21	16	59	29	36	59	57	49	42	90	0	71	40	0	72	54	52	59	82	73	22
2010-05-22	46	48	0	52	49	46	20	0	81	0	36	38	0	39	10	52	37	93	83	8
2010-05-23	0	53	25	52	39	49	11	0	57	0	56	58	36	26	63	62	34	80	98	8
2010-05-24	15	82	44	34	62	56	43	59	91	100	63	60	23	88	48	75	38	84	81	21
2010-05-25	22	76	90	33	69	62	37	19	100	0	66	69	23	80	60	65	57	87	75	36
2010-05-26	15	69	27	0	63	79	36	58	94	0	67	63	0	85	58	68	52	79	72	53
2010-05-27	31	75	73	0	56	100	39	100	87	0	66	59	47	95	63	52	47	82	67	37
2010-05-28	17	58	24	38	60	78	29	22	91	0	54	79	0	95	77	43	48	74	75	35
2010-05-29	35	49	17	0	45	68	11	0	62	0	43	44	36	31	48	36	34	80	86	25
2010-05-30	25	62	9	0	34	69	6	66	62	0	38	71	0	9	46	31	34	84	78	0
2010-05-31	11	69	23	0	45	62	13	0	62	0	50	69	100	41	30	53	36	81	100	0
2010-06-01	64	94	31	0	100	64	87	100	86	0	84	66	50	43	85	72	85	91	86	56
2010-06-02	80	100	39	48	70	78	79	0	98	0	79	100	100	87	68	85	100	94	89	49
2010-06-03	17	80	16	0	77	84	80	41	92	0	74	51	0	100	74	60	81	86	78	100
2010-06-04	35	68	8	0	81	100	88	43	81	0	76	51	54	84	100	89	82	88	94	45
2010-06-05	73	50	12	0	45	85	41	61	56	0	39	68	76	34	67	44	51	99	95	11
2010-06-06	0	100	24	0	47	71	21	61	58	0	59	48	76	34	67	71	41	88	97	32
2010-06-07	49	82	48	0	79	74	86	20	87	0	76	69	50	96	49	95	67	92	87	28
2010-06-08	63	82	23	0	79	76	84	79	87	0	83	49	50	60	52	76	93	97	87	62
2010-06-09	81	89	48	0	86	66	78	0	84	0	93	61	0	66	73	68	87	94	77	71
2010-06-10	0	83	57	0	85	63	86	0	88	0	100	74	0	82	55	79	78	92	82	36
2010-06-11	36	71	80	0	90	57	72	23	75	0	70	47	0	58	45	100	82	97	91	47
2010-06-12	50	64	37	0	57	50	39	31	63	0	44	53	0	47	31	41	44	79	85	33
2010-06-13	25	73	24	0	50	52	51	0	39	0	48	45	0	23	31	59	62	94	89	22
2010-06-14	16	74	24	0	77	58	65	61	91	0	67	100	0	59	74	93	71	94	89	36
2010-06-15	65	47	40	0	82	55	64	40	92	0	83	59	51	77	66	72	71	89	94	63
2010-06-16	50	66	41	100	76	63	74	0	97	0	95	68	0	60	54	82	84	86	85	59
2010-06-17	68	74	100	0	67	60	72	0	90	0	62	64	53	59	47	54	91	80	92	45
2010-06-18	18	79	18	0	68	51	58	46	73	100	64	72	0	60	69	59	86	93	84	24
2010-06-19	51	49	63	0	45	46	31	32	55	0	46	63	0	36	58	54	48	99	100	11
2010-06-20	27	60	52	0	44	48	10	0	50	0	40	61	0	21	74	67	53	100	96	23
2010-06-21	0	79	16	0	76	50	83	21	100	0	74	80	0	71	67	73	90	89	92	36
2010-06-22	32	78	39	48	68	49	66	60	99	0	76	86	50	72	92	67	87	90	89	49
2010-06-23	66	75	32	0	72	49	65	41	92	0	81	87	0	57	54	52	76	86	80	43
2010-06-24	100	65	33	0	77	51	70	21	89	0	72	79	0	52	75	69	75	90	93	43
2010-06-25	53	62	43	0	76	46	45	0	77	0	56	47	0	42	58	50	65	89	88	23
2010-06-26	0	64	37	0	40	40	24	31	60	0	57	94	78	27	44	45	72	84	93	11
2010-06-27	50	71	25	76	44	43	36	0	70	0	43	29	0	39	25	52	54	88	95	22
2010-06-28	33	92	24	49	78	44	59	61	81	0	73	77	51	86	49	79	69	84	85	86
2010-06-29	65	88	24	0	81	41	100	41	90	0	94	71	0	85	64	94	78	88	82	70
2010-06-30	65	63	40	49	83	42	87	61	96	0	81	62	51	69	58	57	79	92	79	43
2010-07-01	100	66	70	86	68	91	100	34	84	0	91	69	0	71	87	99	80	91	93	69
2010-07-02	59	69	28	43	77	77	64	17	84	0	73	50	55	65	66	67	76	100	84	42
2010-07-03	51	39	53	0	48	76	25	0	44	0	43	47	0	40	57	21	42	85	95	75
2010-07-04	81	60	56	0	43	62	43	69	52	0	53	69	0	43	45	50	50	82	91	23
2010-07-05	46	65	48	50	57	69	71	20	54	0	64	73	0	45	30	59	58	93	91	60
2010-07-06	68	73	36	37	80	79	63	0	100	0	90	75	48	89	51	87	67	85	100	95
2010-07-07	0	82	70	0	67	74	60	43	96	100	87	83	47	99	31	78	90	88	92	100
2010-07-08	0	63	35	0	72	71	55	14	90	0	82	53	48	74	47	98	75	87	90	51
2010-07-09	35	54	73	0	54	69	51	30	95	0	83	45	100	66	53	47	67	88	81	53
2010-07-10	70	59	65	100	62	66	39	0	64	0	47	40	66	20	39	75	65	89	99	20
2010-07-11	24	100	0	0	49	68	18	0	58	0	69	62	0	30	81	61	51	98	87	21
2010-07-12	34	86	47	0	77	78	62	29	100	0	91	64	0	73	40	74	71	88	96	29
2010-07-13	49	73	57	35	81	84	56	28	95	0	100	61	0	69	55	58	100	94	91	56
2010-07-14	33	58	23	0	70	76	33	29	93	0	73	74	0	100	100	85	72	86	79	21
2010-07-15	17	64	95	0	87	100	52	15	91	0	79	100	48	66	67	70	63	97	96	29
2010-07-16	18	60	38	39	100	84	65	31	81	0	95	85	51	63	64	69	89	89	93	77
2010-07-17	24	58	17	0	33	72	26	0	64	0	48	44	0	33	53	73	58	85	100	61
2010-07-18	24	72	17	52	49	69	20	62	61	0	42	78	0	25	49	61	55	87	99	10
2010-07-19	0	63	82	0	80	69	40	57	92	0	86	71	47	73	56	71	69	80	91	43
2010-07-20	0	61	57	0	88	67	54	14	99	0	92	87	0	78	40	96	88	93	85	28
2010-07-21	50	72	59	36	84	66	55	14	92	0	94	71	0	67	53	100	83	95	89	57
2010-07-22	17	94	47	37	84	62	50	73	95	0	77	68	96	75	48	75	95	81	93	44
2010-07-23	0	57	37	38	94	57	56	15	94	0	70	71	0	47	57	67	74	81	89	38
2010-07-24	47	77	65	50	72	50	39	100	61	0	56	69	0	49	43	56	49	86	94	30
2010-07-25	24	95	33	0	47	55	30	21	61	0	38	47	67	33	40	81	59	97	99	31
2010-07-26	50	66	59	0	78	58	67	14	84	0	71	74	47	94	56	64	68	85	98	65
2010-07-27	0	76	79	0	88	67	55	14	91	0	91	67	46	60	55	79	88	89	99	21
2010-07-28	50	58	12	71	84	67	58	43	86	0	84	85	47	90	56	80	69	83	94	21
2010-07-29	67	54	58	36	72	57	40	14	84	0	80	55	47	68	85	69	75	91	89	43
2010-07-30	0	47	100	0	69	56	43	31	84	0	68	90	0	57	71	75	96	86	95	31
2010-07-31	47	60	33	0	55	56	10	0	63	0	41	60	66	33	39	63	54	96	94	71
2010-09-01	51	60	41	0	35	50	95	39	100	0	100	62	0	67	34	67	69	91	100	34
2010-09-02	53	82	84	100	29	100	69	100	91	0	70	85	0	49	53	71	62	84	77	41
2010-09-03	18	67	56	0	33	58	75	21	89	0	58	64	0	47	53	42	61	86	72	15
2010-09-04	97	53	0	0	22	48	23	28	66	0	51	62	0	35	58	30	43	82	71	29
2010-09-05	0	61	61	0	28	51	35	57	45	0	43	95	50	22	42	47	30	96	86	10
2010-09-06	44	79	27	63	26	49	52	0	61	0	57	61	0	51	37	64	51	84	85	17
2010-09-07	51	81	41	0	36	50	64	19	97	0	92	98	0	52	57	74	68	81	71	53
2010-09-08	17	75	91	0	45	53	77	77	95	0	82	95	66	66	41	95	71	85	77	67
2010-09-09	34	72	71	96	40	56	59	19	97	0	74	63	0	89	52	85	66	92	66	100
2010-09-10	35	68	53	0	41	52	68	0	88	0	62	54	70	63	49	60	79	89	65	35
2010-09-11	46	69	56	66	37	53	30	26	61	0	56	80	0	23	53	49	55	89	75	9
2010-09-12	68	59	14	0	50	53	41	26	55	0	51	79	0	36	52	66	40	87	76	9
2010-09-13	100	75	40	0	46	55	100	57	88	0	76	93	33	95	56	71	79	90	64	33
2010-09-14	100	76	50	0	45	52	71	38	86	100	85	43	0	75	66	74	94	83	77	40
2010-09-15	33	67	100	47	43	55	93	19	92	0	70	53	0	64	72	77	76	100	81	66
2010-09-16	68	67	41	97	47	53	58	19	97	0	88	81	100	73	67	87	97	93	74	27
2010-09-17	36	74	32	0	44	56	64	61	96	0	85	57	70	81	46	60	75	93	87	72
2010-09-18	24	56	57	0	40	49	33	27	63	0	48	55	0	35	58	47	38	91	80	9
2010-09-19	23	72	28	67	36	47	50	53	59	0	48	85	0	34	100	50	51	94	75	18
2010-09-20	84	92	40	48	61	59	85	77	98	0	83	71	0	91	72	72	65	89	72	47
2010-09-21	33	79	50	47	55	52	98	38	94	0	81	86	33	87	71	72	94	97	76	26
2010-09-22	33	97	10	0	44	56	65	19	92	0	83	83	32	73	55	100	80	91	71	46
2010-09-23	33	70	80	47	51	52	76	38	85	0	79	81	32	81	68	81	100	97	72	26
2010-09-24	70	66	32	0	97	48	85	60	86	0	81	56	35	80	51	65	81	100	80	70
2010-09-25	23	73	28	0	100	45	47	27	59	0	37	71	46	40	61	44	68	88	71	18
2010-09-26	23	84	54	0	81	46	29	77	59	0	51	83	0	53	52	63	63	84	77	27
2010-09-27	49	82	69	47	77	54	92	38	89	0	97	100	32	91	60	71	95	88	66	46
2010-09-28	65	100	39	0	60	53	97	55	89	0	83	64	96	68	55	86	84	97	73	51
2010-09-29	33	98	39	47	56	54	93	19	94	0	90	64	0	100	40	97	91	92	73	39
2010-09-30	99	90	20	0	49	52	87	38	93	0	76	74	65	95	78	93	92	93	73	59
2010-10-01	41	83	95	0	100	92	51	0	89	0	64	52	33	51	37	64	95	90	84	100
2010-10-02	0	57	0	0	74	85	24	0	62	0	45	50	0	30	30	49	58	86	88	40
2010-10-03	18	68	56	34	86	84	42	0	58	0	39	68	0	20	45	63	41	82	86	13
2010-10-04	65	81	100	24	92	94	64	79	98	0	78	61	93	64	60	80	72	89	89	57
2010-10-05	0	85	49	0	73	93	82	62	79	0	80	83	0	63	53	81	67	90	85	28
2010-10-06	26	85	92	24	93	90	95	32	81	74	78	57	97	100	53	90	87	100	88	58
